initial_sentence,follow_sentence,generated_sentence,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
Diastolic blood-pressure values obtained in the beta-blocker-plus-indomethacin phase were not significantly different from those obtained in the placebo phase but were significantly different from the values measured in both beta-blocker phases (P less than 0-01).,The changes in systolic blood-pressure and pulse-rate were not significant.,the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,2.5641025640368184e-17,2.597621667263174e-17,2.632186702273938e-17,2.6678529803596046e-17,0.0243531202435312,0,0,0.6696189045906067,0.689474,0.30371,0.417776
The patients with symptoms were subsequently managed on a diet free from cow's milk until tolerance developed.,"However, the eight infants without symptoms (but with jejunal mucosal damage) made satisfactory clinical progress, with adequate weight-gain, on a diet of cow's milk.","the results of the the results of the results of the results of the monoclinic lattices, the hexagonal, the hexagonal, monoclinic, the hexagonal, and monoclinic lattices restricts the nickel were tabulated.",0.06451612903017692,1.4664711501654392e-09,4.201293444116879e-12,2.26854685895228e-13,0.03727202631673606,0.07443563148261136,0,0.7674862146377563,0.740232,0.095651,0.593138
"This product RNA, however, did not immunoprecipitate with anti-VPg antibody and thus was not linked to VPg or a VPg-related protein.","Thus, it was concluded that the synthesis of monomer length product RNA by the poly(U) Sepharose-purified polymerase and host factor was caused by oligo(U) priming rather than VPg priming.",the results of the results of the faculty and of the faculty and of the faculty of the university of cape town and the faculty of the faculty of the university of cape town and other areas are discussed.,0.10256410256147275,1.642880193591135e-09,4.178335940166352e-12,2.121665383933931e-13,0.025477707006369428,0.12085190688459634,0,0.6298027038574219,0.721383,0.155104,0.548191
Staining is for 60-180 min in 20 cc freshly made 10% alcoholic hematoxylin diluted with 165 cc distilled H2O to which 15 cc saturated Li2CO3 is added.,"The sections are washed in distilled H2O (5-15 min) and dehydrated in graded alcohols without differentiation in mordant, and covered.","the results of the results of the wilcoxon tests are tabulated in the following order : the,, the,, the,, the,, the,, the,, the, and the weighting.",0.11538461538017755,2.1483446220340176e-09,5.7720783660904764e-12,3.02389846865684e-13,0.044901777362020584,0.13357664233576644,0,0.7021412253379822,0.718961,0.119264,0.619549
Costs of the two systems are also compared.,Patients who seem most likely to benefit from bicarbonate dialysate include those with a reduced muscle mass in whom a high sodium dialysate has not prevented hypotension.,the results of the the results of the results of the the system are compared with the results of the results of the indoor system and the chair s. s. s. s. s. s.,0.029411764705017336,9.440686400335144e-10,3.0312311475831867e-12,1.7313061339444439e-13,0.012470771628994543,0.03347969264544456,0,0.6861563324928284,0.733637,0.116112,0.466228
"This causes a divergence of the fibers from one single level, especially of the part of the fibers, being farthest away from the hilus.",The degree of descent of the fibers from each mediolateral position of the granule cells was constant at all septotemporal levels examined.,"the exponents of the are the logarithm of the logarithm of the logarithm of the logarithm of the number of the relay, and the logarithm of the logarithm of the logarithm of the number of the spacers.",0.13513513513148287,0.08664587414929846,5.986080831486463e-07,1.5848464939717994e-09,0.0684548673510093,0.1776354105998835,0,0.7135095596313477,0.787311,0.228474,0.64751
"Gastric H+-K+-ATPase activity was examined in subcellular fractions (P1, 1,000 g; P2, 20,000 g; P3, 100,000 g) obtained from fundic mucosae of fetal, newborn, and adult rats.","Depending on the tissue secretory state the distribution of this enzyme activity predominates in P3, i.e., resting adult, or in P2, i.e., stimulated adult, while total enzyme activity (P2 + P3) remains constant.","the results of the determination of the activity of the enzyme in the liver of the rat, the activity of the enzyme in the liver of the rat, and the activity of the rat liver were compared.",0.24324324323666918,2.599376224478953e-09,5.779497498191425e-12,2.7450346497565587e-13,0.0904977375565611,0.20208234737340272,0,0.7357466220855713,0.859964,0.536084,0.718003
"Finally, the ratios of protein kinase II to protein kinase C were different in various rat tissues and between particulate and supernatant fractions.","These results suggest somewhat different functions for these two Ca2+-regulated, multifunctional protein kinases.","the topology of the present paper shows the parts of the lakes, the waters, and the posit, in the vicinity of the lakes, and the other parts of the posit, in the same region.",2.9411764705017306e-17,2.9854071700435245e-17,3.0312311475831873e-17,3.0787460504674933e-17,0.06759754160937596,0,0,0.7574518322944641,0.631897,0.241407,0.541242
It is concluded that the ability to synthesize AFP is a property which is restricted to the visceral endoderm during early post-implantation development.,The presence of AFP in other tissues of the embryo appears to be due to adsorption.,the ratio of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of.,0.07692307692110456,0.044992127065415964,3.7962701403234574e-07,1.1103047724285478e-09,0.05878462070703143,0.11798839458413925,0,0.6649081110954285,0.611063,0.253992,0.634978
Sulphatide content in a membrane fraction isolated from rabbit gastric mucosal: its possible role in the enzyme involved in H+ pumping.,The sulphatide content of vesicular membrane fraction from rabbit mucosal gastric microsomes was analyzed.,the region of the lateral region of the lateral zone of the pods is similar to the region found in the vicinity of the lateral vicinity of the lateral region of the lateral zone of the pods.,0.0270270270262966,8.664587414929847e-10,2.778492594453109e-12,1.5848464939717997e-13,0.02959309494451295,0.04268719384184745,0,0.7095914483070374,0.435884,0.135095,0.470877
"Antibody active in either the CDC or ADCC assay was detected in 11 of 14 (79%) patients with colon cancer, but none was found in 18 normal individuals.",The ability of PBL from patients with colon cancer and from normal controls to mediate ADCC and SCMC did not differ significantly.,the results of the calculations of the results of the results of the international symposia were compared on the basis of the results of the calculation of the results of the tables of the results of the international.,0.02631578947299172,8.433490103776005e-10,2.7033610955186744e-12,1.5413846635645835e-13,0.02321083172147002,0.03501722158438576,0,0.7312946319580078,0.734655,0.183587,0.549326
"This hypothesis would explain the prolonged, rebound, paradoxical, and cumulative effects of c.c.s.",No clinical disturbance or significant tissue damage has resulted from c.c.s.,"the duration of the acute phase of the depressive illness, the duration of the illness, and the duration of [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] c. c. c. s.",2.9411764705017306e-17,2.9854071700435245e-17,3.0312311475831873e-17,3.0787460504674933e-17,0,0,0,0.5074259042739868,0.486597,0.396429,0.541198
"By injecting [3H]thymidine at different embryonic times and sacrificing the rats as young adults, we found that the earliest neurons to leave the mitotic cycle were restricted to the patch compartment.",Neurons that became postmitotic at later times preferentially joined the matrix compartment.,the morphology of the explant was examined to determine whether the numbers of ganglion cells in the vicinity of the explant were restricted to the boundaries of the ganglion cells or the cytoplasm of the ganglion cells.,0.0270270270262966,8.664587414929847e-10,2.778492594453109e-12,1.5848464939717997e-13,0.021534320323014805,0.0449521002210759,0,0.7538671493530273,0.7529,0.311753,0.631528
"These changes may be quantitative, as seen in the electrophoretically separated fractions of serum and in the various binding globulins; or they may be represented by the appearance of a protein which is present only in the serum of pregnant women.","These include the placental isoenzyme of alkaline phosphatase, oxytocinase, human chorionic gonadotropin and the ""pregnancy-associated plasma proteins.""",the loss of the activity of the bulk of the binding globulins may be represented by the appearance of a protein which is present in the serum of pregnant women in the [PAD] [PAD] of the gel fractions.,0.0789473684189751,1.4607233344869356e-09,3.898921378397572e-12,2.0285762996808684e-13,0.04135472370766488,0.11715749039692704,0,0.6292321085929871,0.66671,0.324928,0.661732
